1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,72-bpm_histogram_first_peak_bpm,73-bpm_histogram_first_peak_weight,74-bpm_histogram_second_peak_bpm,75-bpm_histogram_second_peak_spread,76-bpm_histogram_second_peak_weight,77-danceability,78-beats_loudness.mean,79-beats_loudness.stdev,80-onset_rate,81-beats_loudness_band_ratio.mean1,82-beats_loudness_band_ratio.mean2,83-beats_loudness_band_ratio.mean3,84-beats_loudness_band_ratio.mean4,85-beats_loudness_band_ratio.mean5,86-beats_loudness_band_ratio.mean6,87-beats_loudness_band_ratio.stdev1,88-beats_loudness_band_ratio.stdev2,89-beats_loudness_band_ratio.stdev3,90-beats_loudness_band_ratio.stdev4,91-beats_loudness_band_ratio.stdev5,92-beats_loudness_band_ratio.stdev6,genre,artist,track
0.099097365,0.142061612,2.980374388,0.226689486,0.24417915,0.905338083,0.022154129,0.188372756,-24.31573,1.777549064,0.456645605,0.380667038,0.067472642,0.201376009,0.0978472,0.135541423,0.052303903,0.074586063,0.064674392,0.090664776,0.017977191,0.008306369,0.002928291,0.076324449,0.003047285,0.01042024,0.01026937,0.144153457,0.00145601,0.002341327,0.007056128,0.032354716,0.004801788,0.051869089,0.065907544,0.059235716,0.329561723,0.078726735,0.031590925,0.563077358,0.023797457,0.144000019,1.858932976,0.862027286,0.472515671,0.295524789,0.235581613,0.230037906,0.212166768,0.188444785,0.170982656,0.16731429,0.157048006,0.140334393,0.134578464,0.007809734,0.002927422,0.059003326,0.002757428,0.009116271,0.01090529,0.081738501,0.001436079,0.002020367,0.006266592,0.036816867,0.004443076,0.016791188,171.4285714,0.088883196,128.0766144,129,0.35627532,123,0.199999988,0.015748031,1.152390361,0.092196144,0.091259435,6.849295616,0.546411991,0.082039542,0.0623216,0.033320021,0.093606248,0.210293874,0.394631028,0.128641397,0.123516053,0.052617356,0.095044851,0.234151363,"Electro (Classic-Detroit-Modern)","Stanny Abram","Syntetic Food-Original Mix"
0.050287117,0.080910575,3.046619646,0.21420075,0.26149678,0.437883413,0.0136234,0.091759536,-24.27234933,2.337033636,0.286386235,0.529054504,0.308551266,0.239845128,0.181181663,0.100459768,0.020571492,0.072990882,0.074370422,0.028877734,0.066108777,0.003916143,0.000688615,0.210450072,0.003046485,0.010700006,0.005965113,0.141239517,0.000351742,0.001235873,0.005619908,0.020844361,0.00065855,0.071451845,0.051828228,0.045822014,0.150539894,0.087448952,0.038361156,0.554695468,0.012017063,0.166007532,1.152254855,0.605542132,0.371318527,0.276075069,0.21669687,0.193928336,0.181276668,0.174937436,0.173745427,0.171007228,0.181462676,0.16560312,0.162918377,0.004283303,0.000850131,0.083191715,0.004220857,0.010736066,0.004063726,0.074414443,0.000435553,0.001375861,0.007488808,0.020382253,0.000690117,0.018568933,66.66666667,0.094616204,132.0042419,133,0.176923096,140,0.5,0.003802281,1.745220661,0.077297352,0.049427196,8.590783119,0.773735404,0.053958945,0.018979155,0.018467521,0.028970735,0.112634324,0.255773038,0.060303375,0.022491826,0.024335876,0.037664067,0.151530623,"Electro (Classic-Detroit-Modern)",Versalife,"Fractal-Original Mix"
0.027503171,0.0970432,3.083280529,0.125680242,0.191862722,0.213967302,0.017682659,0.047348922,-23.70619994,3.093068595,0.079990745,0.424342342,0.145908475,0.170564994,0.091490888,0.177259815,0.066823107,0.010790381,-0.068693108,-0.063675697,-0.042611206,0.011542949,0.004719694,0.158414964,0.008927575,0.021556772,0.004981,0.092091369,0.000749683,0.00435148,0.010446459,0.025317427,0.001914922,0.056991255,0.024071595,0.087110382,0.154069302,0.051163253,0.038425627,0.288282832,0.015766666,0.052340785,1.380807673,0.859873956,0.390899237,0.354619778,0.219423706,0.209364714,0.197102014,0.207304629,0.195450867,0.167604579,0.192652608,0.186844823,0.185754276,0.010923408,0.006470887,0.076483185,0.008466077,0.021208967,0.003758317,0.104337134,0.000982949,0.00497058,0.010131907,0.020329368,0.002060659,0.023484908,240,0.098092642,123.0008392,123,0.032786906,0,0,0,1.738116264,0.169392899,0.138259813,7.465898991,0.672128379,0.136006624,0.087516442,0.062425621,0.030530104,0.034111138,0.295035213,0.148464978,0.092410475,0.073746562,0.042456727,0.047567111,"Electro (Classic-Detroit-Modern)",Vril,"ORELA-Original Mix"
0.037856644,0.100950554,3.097381579,0.155916007,0.220616646,0.320829719,0.017118549,0.056838805,-23.71653774,2.36755758,0.102840451,0.881735264,0.193758082,0.415238513,0.208265059,0.040909661,0.29222123,0.091901593,-0.071734692,-0.015178996,-0.015174289,0.014091255,0.001854068,0.141848948,0.00279384,0.010685513,0.003935283,0.116310653,0.001851025,0.001538837,0.012335259,0.056468507,0.000778977,0.060225475,0.031945135,0.085431998,0.128663234,0.062129634,0.039053619,0.346310791,0.014619794,0.090839854,0.958877041,0.493103895,0.433415847,0.33953459,0.25404924,0.287972139,0.212877726,0.226850092,0.218655671,0.217215596,0.216535873,0.197983053,0.21380875,0.025621868,0.003690597,0.076344127,0.003707846,0.014263531,0.002997142,0.089925234,0.002285476,0.001736622,0.018907802,0.068662703,0.001049457,0.017167804,66.66666667,0.145618215,133.1505737,133,0.234848499,140,0,0.003773585,2.317938805,0.131066218,0.095580555,7.049275398,0.825044751,0.097105935,0.02455912,0.022688288,0.02104567,0.034367815,0.151350483,0.117541946,0.019292409,0.028955564,0.022013072,0.040450189,"Electro (Classic-Detroit-Modern)",Taupe,"Cronos-Original Mix"
0.126346447,0.028527798,3.042500798,0.259786857,0.241520428,1.176143975,0.012795197,0.275123367,-25.38660297,1.214993374,-0.106512225,0.434360151,0.280521218,0.074655131,-0.240872568,0.160329473,0.261041204,0.045991279,-0.142782231,-0.051664875,-0.071277908,0.013625624,0.009887276,0.076382639,0.003433321,0.004966616,0.004410819,0.105958772,0.00219667,0.003301112,0.004628786,0.03208728,0.002201203,0.041530891,0.091595013,0.029479116,0.240585323,0.10322704,0.040964891,0.741136984,0.013060763,0.23428273,1.273998962,0.69715982,0.420171551,0.341270487,0.295810043,0.236247691,0.237736718,0.221428834,0.211180937,0.193829936,0.205460062,0.202780002,0.194927578,0.012782792,0.008642316,0.049942202,0.003959503,0.005323836,0.003265751,0.078036574,0.00222455,0.003026234,0.00525365,0.028097009,0.001849863,0.021315151,300,0.107040913,69.99691772,70,0,0,0,0,1.301228523,0.0444916,0.013081552,6.865960598,0.424951434,0.041037105,0.01235167,0.072476208,0.167932257,0.318216681,0.279563248,0.025118068,0.016427699,0.05776656,0.120965876,0.11904446,"Electro (Classic-Detroit-Modern)",Actefy,"Phase Shift-Original Mix"
0.112484143,0.058048457,3.070308191,0.257985716,0.272229904,0.805354052,0.013709429,0.221797333,-23.69109177,2.252827075,-0.236420584,0.388887867,0.208338514,0.277097907,0.051458516,0.01951914,0.07269406,-0.085857817,-0.056473621,-0.052498718,0.006366289,0.010527644,0.003326541,0.062866076,0.00613852,0.009453992,0.009428311,0.162029153,0.002119129,0.002631663,0.012657684,0.03117453,0.003671551,0.05235802,0.083323169,0.034955709,0.221413876,0.09406997,0.042675105,0.651666345,0.013844753,0.227996242,1.405787463,0.858313109,0.53151217,0.307192469,0.253175576,0.244472088,0.220369058,0.22974207,0.214390473,0.221452467,0.215137451,0.185180311,0.197075946,0.011899921,0.005430258,0.047408157,0.008073779,0.010419503,0.01570533,0.109901366,0.002703864,0.002659767,0.015432048,0.02663572,0.004039997,0.026400238,171.4285714,0.146672914,131.9528961,133,0.258771896,167,0,0.059259258,1.604205012,0.059676293,0.030650524,7.340911865,0.657398283,0.050442714,0.065065257,0.059311025,0.062315803,0.125990272,0.242021218,0.051702064,0.076097071,0.079154998,0.070577681,0.157496601,"Electro (Classic-Detroit-Modern)",Warlock,"Shock Headed-Original Mix"
0.153945324,0.079813581,3.093572641,0.280072387,0.259435353,1.175341978,0.005351041,0.275302605,-23.26498951,1.617088708,0.295972688,0.393836597,0.212844267,0.087693682,0.169405079,0.039644716,0.063509703,0.204764629,0.103069863,-0.088584856,0.053781163,0.006403021,0.00192356,0.10766274,0.003470083,0.007673839,0.00492763,0.111319811,0.00296132,0.002552887,0.008653236,0.027730743,0.001423417,0.044609056,0.097996744,0.048944715,0.174603785,0.072999004,0.023192771,0.716118877,0.00367316,0.228255761,0.872611288,0.634966602,0.372125913,0.252066886,0.20783025,0.213971463,0.199787014,0.195850554,0.170986704,0.169935288,0.172029843,0.175066808,0.16673349,0.007134414,0.001958629,0.064602067,0.003258393,0.006796977,0.00392907,0.068522572,0.003634534,0.003070322,0.007874886,0.025269403,0.001422709,0.020102683,171.4285714,0.082165948,139.9844513,140,0.227436841,133,0,0.003597122,1.430821657,0.082797013,0.058168113,6.974283218,0.613169789,0.057492938,0.054743014,0.064207479,0.063956596,0.159487292,0.316867381,0.074442774,0.086837411,0.095730461,0.071257934,0.169363886,"Electro (Classic-Detroit-Modern)",Sepehr,"Darklord-Original Mix"
0.083153557,0.059670031,3.034367982,0.247108269,0.254661787,0.758023741,0.019511069,0.150413973,-24.8591988,1.904220444,0.163871002,0.435426295,0.15210866,0.125916122,0.043227809,0.069244423,-0.039951827,0.049256117,0.000140099,0.052259249,0.020513664,0.007117249,0.001936544,0.138448159,0.007489213,0.01096511,0.005447211,0.138462977,0.001228148,0.003811922,0.005972862,0.019510549,0.002281014,0.067284399,0.057592854,0.035033872,0.289275687,0.072065585,0.035520641,0.544290699,0.021422375,0.149055364,1.676659226,0.739276024,0.538080684,0.424375963,0.35090566,0.310920048,0.282279549,0.271746746,0.255262193,0.241944547,0.254214016,0.250339929,0.231796967,0.010100436,0.002512623,0.078767004,0.010314678,0.012649511,0.004716326,0.089347852,0.001667696,0.004755663,0.006630231,0.024333296,0.003183399,0.028062702,171.4285714,0.108574462,129.9893036,129,0.24609375,117,0,0.007751938,1.214136362,0.070792682,0.054249834,7.365909576,0.603434503,0.09480945,0.04097018,0.053911697,0.079821333,0.137356892,0.322204739,0.122487791,0.060714711,0.087152362,0.091903225,0.163121402,"Electro (Classic-Detroit-Modern)","Ben Pest","Vim & Vigour-Original Mix"
0.0747476,0.085249793,2.942219254,0.185339427,0.229816025,0.387152732,0.023303263,0.120637909,-25.89443499,3.506297307,0.439732453,0.093421343,-0.175360808,0.196937204,0.24354448,0.308339599,0.116644604,-0.053466601,-0.136966905,-0.106874667,0.018709426,0.007925216,0.004944342,0.104950682,0.005240644,0.018882821,0.006774297,0.075239503,0.000329955,0.004180992,0.009466065,0.033823091,0.001375417,0.042945421,0.05195268,0.075426223,0.374945899,0.081336547,0.051546914,0.30686175,0.018557938,0.089917188,1.917776516,0.737496916,0.418015068,0.38673719,0.31235746,0.267659023,0.246945851,0.273789705,0.211493168,0.17131752,0.18343326,0.164976222,0.130996436,0.008763551,0.004926096,0.087213571,0.005052193,0.015951725,0.008083805,0.082002444,0.000319456,0.00636982,0.011133942,0.039376362,0.002131378,0.024740943,133.3333333,0.19894598,135.1690979,136,0.24609375,129,0.125,0.026119404,1.794089675,0.143690675,0.095229961,7.849193096,0.77561003,0.080161251,0.116822787,0.001317307,0.0045667,0.032802518,0.290792555,0.136524141,0.194119781,0.003678146,0.01446502,0.128916398,"Electro (Classic-Detroit-Modern)","LB aka LABAT","THX Hood-Original Mix"
0.079735552,0.056519291,3.096772209,0.201759481,0.2318736,0.712049748,0.009872623,0.14476909,-23.79537216,1.582037583,-0.231426352,0.553109498,0.242194834,0.195455588,0.000102354,0.12781781,0.053480045,-0.025150351,0.148758876,0.088881372,-0.046124235,0.003898141,0.001911935,0.199844236,0.005639948,0.006091054,0.005189856,0.085567002,0.001313647,0.002830595,0.009206984,0.017323792,0.001417262,0.060444844,0.060725706,0.045497946,0.154455865,0.064699097,0.032320441,0.63367608,0.008927923,0.153325146,1.292532208,0.866569319,0.450141376,0.352634653,0.316803484,0.289055369,0.235990444,0.219842686,0.233782057,0.229563805,0.209911629,0.191269953,0.195930309,0.003968492,0.002400719,0.101041954,0.006285591,0.005916343,0.003382563,0.060042569,0.001678934,0.003092733,0.011969376,0.016133668,0.001545369,0.026275068,133.3333333,0.098174642,133.015625,133,0.249042153,120,0.333333313,0.007575758,2.352259159,0.067140952,0.039119452,6.2493577,0.580441594,0.013765176,0.036536962,0.169048503,0.133500293,0.074665718,0.326965809,0.012741302,0.046994597,0.151962608,0.130886212,0.077630349,"Electro (Classic-Detroit-Modern)",Versalife,"Manifold-Original Mix"
0.076291651,0.075095877,3.095636428,0.226262008,0.2501924,0.679225225,0.013199467,0.137050592,-23.89173227,1.90366819,0.176449359,0.394361047,0.251906,0.309791788,0.098499633,0.118527908,0.038217021,0.136191092,0.035153359,0.015771586,-0.009420196,0.00793144,0.001290133,0.116236974,0.005271003,0.009522823,0.005481995,0.140305184,0.001852128,0.002841865,0.01265596,0.030828257,0.002785787,0.053072471,0.052157602,0.039471715,0.185422498,0.071126561,0.033760763,0.49588886,0.012364851,0.150844506,1.134388285,0.783743908,0.55355371,0.316671806,0.284019624,0.247903646,0.223913298,0.211028514,0.222309966,0.22032773,0.203791952,0.177833716,0.166777092,0.011155547,0.001430351,0.055251356,0.00669487,0.011856591,0.004039739,0.079076831,0.002135171,0.003111995,0.015425456,0.033824766,0.003611965,0.019953935,200,0.103966494,146.0244141,148,0.447916627,140,0,0.006896552,1.246790648,0.051456723,0.024848945,6.466001987,0.720415473,0.037571631,0.055317592,0.042328719,0.051662631,0.109058835,0.269910455,0.090727329,0.118143432,0.096234135,0.058397695,0.107328326,"Electro (Classic-Detroit-Modern)","The Exaltics","Another World Underneath-Animistic Beliefs Remix"
0.112242815,0.081823074,3.101591607,0.26461374,0.258751459,0.978953102,0.013329995,0.223213991,-22.86985215,1.688131335,0.234820548,0.384867494,0.152849612,0.133432897,0.100584713,0.059112983,0.002562204,0.052016876,0.07565179,0.069626868,-0.014401547,0.006287253,0.001822612,0.122457607,0.00644505,0.01536345,0.008206332,0.058457258,0.002431503,0.006824078,0.015569202,0.03631786,0.002600278,0.047642362,0.068159547,0.036410014,0.213623946,0.066164814,0.027672853,0.546035095,0.012387298,0.174188843,1.268864211,0.632554966,0.388426398,0.31074417,0.266699632,0.251471494,0.233195483,0.221971875,0.218343165,0.22414605,0.213698226,0.210797114,0.186032787,0.006754006,0.002076976,0.080673369,0.006577566,0.016458104,0.008914959,0.062691635,0.002925904,0.006663873,0.015629795,0.043117204,0.00252973,0.022525981,240,0.116913483,125.9870529,126,0.36475414,117,0.5,0.012,1.30842793,0.065414406,0.0375528,5.581679821,0.575120628,0.097730376,0.065071419,0.077631891,0.058915611,0.153961778,0.283054382,0.1121291,0.078909896,0.08086428,0.070996948,0.133039966,"Electro House","Julian Jordan","Big Bad Bass-Extended Mix"
0.087307181,0.145247505,3.124095941,0.241416088,0.257744587,0.700736823,0.017386819,0.148131871,-23.54884482,1.668039391,0.664357351,0.498234501,0.241563778,0.249050046,0.108647874,0.128931224,-0.01161878,0.088607393,0.078712586,0.113747958,0.029476456,0.004690475,0.000987874,0.18972335,0.004480535,0.015253563,0.007813976,0.078516578,0.000886842,0.00337047,0.008972934,0.033441558,0.001121327,0.066857831,0.057460174,0.056771174,0.125445816,0.065150089,0.026415789,0.438269745,0.014568147,0.138084181,1.077656912,0.547913747,0.463295307,0.30991451,0.291669716,0.247520199,0.218805673,0.207809545,0.217185783,0.198547855,0.183600205,0.17215665,0.166204262,0.005654074,0.001180943,0.1167585,0.005630421,0.016912752,0.006153305,0.081553275,0.001165258,0.003407564,0.010595333,0.033706659,0.001160603,0.027274906,240,0.131408526,125.6427231,126,0.218274117,120,0.285714269,0.079681277,0.975945294,0.087093078,0.061642408,4.548652172,0.728119552,0.073938511,0.0310202,0.031129396,0.04421661,0.108296946,0.266307175,0.111099698,0.045896638,0.043846175,0.062044457,0.145004287,"Electro House",Karasso,"Heat It Up-Extended Mix"
0.095639952,0.123448045,3.15394134,0.204847796,0.217601351,0.875275167,0.008656912,0.163426377,-22.20799378,1.535917184,-0.144127641,0.225786744,0.012301662,0.10487316,0.026724289,0.073887527,0.020881844,0.103701371,0.161669391,0.118208878,0.069907309,0.00666704,0.003734126,0.117194059,0.005992117,0.011497516,0.007570757,0.080791079,0.004402657,0.00783712,0.007717101,0.026944429,0.003303483,0.044648495,0.035053916,0.04720508,0.108909356,0.044637777,0.027064086,0.306685167,0.007011906,0.095364424,0.827519878,0.442621296,0.323663995,0.251759523,0.243006707,0.217589091,0.194662572,0.192488306,0.186959196,0.187160118,0.180799249,0.182941815,0.170114022,0.005829589,0.003796145,0.058484511,0.004755154,0.009629468,0.006457992,0.053053728,0.003727755,0.005769418,0.007403492,0.020442039,0.002648354,0.014888609,120,0.176309294,123.5833664,123,0.349514544,117,0.307692349,0.0373444,1.067080617,0.077000178,0.062546022,4.66618681,0.524943173,0.095630966,0.128179744,0.112122819,0.072788782,0.080288023,0.347012669,0.094873682,0.133927003,0.131970897,0.099535778,0.090083972,"Electro House",SWACQ,"No Strings Attached-Extended Mix"
0.129567035,0.087601568,3.114107454,0.273599685,0.262867739,1.063160101,0.012605405,0.248886322,-23.40242182,1.336518702,0.160380684,0.356315167,-0.010931065,0.122481375,0.090596887,0.140474636,0.034925586,-0.019304411,-0.084033288,-0.078556671,-0.116050659,0.017775209,0.003722815,0.089442407,0.009502178,0.010824785,0.005279681,0.107073119,0.001678142,0.002419503,0.007242659,0.023649309,0.004699088,0.045582738,0.066553141,0.051851927,0.201540638,0.067105732,0.025855301,0.565954189,0.014082469,0.174414863,1.497507371,0.756402196,0.432128686,0.336932689,0.294740957,0.280288359,0.243845212,0.253586335,0.236139943,0.226352268,0.224064169,0.220509722,0.198333482,0.015504811,0.004112301,0.068309219,0.008938643,0.012389328,0.004594702,0.088395062,0.002019687,0.002825702,0.007757614,0.033201806,0.005288287,0.022910344,240,0.125745397,123.9052963,123,0.327659547,157,0,0.016260162,1.366560698,0.077178694,0.05603122,5.065165997,0.63342315,0.110122226,0.101059288,0.080132686,0.041616235,0.071773037,0.367321223,0.153486088,0.162339717,0.128461674,0.055359777,0.089588873,"Electro House","Adrien Toma","Nonstop-Extended Mix"
0.148824885,0.135077109,3.142192444,0.273393714,0.250916541,1.289742909,0.00818996,0.277117487,-21.86167388,1.324484456,0.261971787,0.336935367,0.030105876,-0.010222263,0.055729769,0.041989248,0.088826576,0.052313975,0.059372772,0.085806379,0.035803548,0.009814737,0.003220797,0.107954684,0.005748095,0.012176218,0.014076169,0.056716878,0.001825218,0.004194274,0.00900272,0.02637859,0.00499771,0.03787018,0.075548837,0.06577392,0.154295539,0.067719256,0.025548626,0.635480634,0.007053358,0.179830088,1.071842172,0.619917566,0.409287192,0.33928854,0.283545878,0.237445494,0.211169222,0.21936597,0.223944823,0.19459019,0.191378342,0.170105664,0.178498485,0.009251834,0.00357537,0.076986448,0.005677364,0.012040777,0.013473741,0.043094747,0.001846669,0.004314571,0.008997292,0.024719487,0.005694395,0.019974287,120,0.146271007,125.8939285,126,0.285087705,120,0.368421078,0.048192769,1.153177023,0.053169459,0.030710924,4.832836628,0.480896056,0.110549338,0.074849054,0.098859295,0.101300038,0.153114036,0.32125482,0.143662855,0.091027327,0.105817921,0.106334269,0.138923019,"Electro House","Costel Van Dein","That My XYI-Original Mix"
0.155809895,0.08474073,3.110616491,0.289313962,0.26040024,1.409273059,0.006627539,0.293343433,-22.53192461,0.972357769,0.271136587,0.161939784,-0.270751623,-0.025760099,-0.068447594,0.031470058,-0.023289944,0.14258574,0.134570252,0.058759347,0.083352951,0.008361586,0.005875637,0.059150623,0.007552702,0.008078737,0.006181586,0.085837043,0.012992007,0.015657268,0.007909211,0.022926267,0.004597693,0.034977885,0.051677031,0.051191079,0.182385588,0.049389637,0.015146517,0.460925562,0.005454241,0.148983457,1.014109801,0.520514617,0.298771181,0.310420252,0.309196521,0.275765904,0.279419484,0.241824099,0.213517963,0.200286368,0.194532852,0.237066585,0.185315196,0.007763372,0.005574015,0.032521842,0.006547565,0.007554596,0.004756336,0.053365314,0.010663557,0.014626904,0.008583678,0.032037403,0.004143682,0.01440808,133.3333333,0.130028548,126.8026428,126,0.360995889,120,0.222222209,0.027888447,1.19148469,0.047456637,0.031941749,5.949388504,0.428771228,0.122371458,0.097197488,0.081135429,0.116228864,0.167712674,0.293371916,0.14590463,0.139218345,0.075263835,0.097572207,0.093604401,"Electro House",MOGUAI,"ACIIID-Kryder x Benny Benassi Extended Remix"
0.131349787,0.089734404,3.136471338,0.256647263,0.246946686,1.060941138,0.007231868,0.233502572,-22.97441768,1.697047331,0.188507492,0.191919351,-0.02471866,0.027010174,0.082428765,0.021377092,0.051098213,0.097837844,0.107347477,0.028284727,0.003419127,0.006615138,0.003441375,0.079207011,0.006725922,0.012171671,0.005434257,0.078153996,0.001437757,0.004072909,0.012381096,0.04824004,0.003742279,0.040131914,0.077234364,0.057535635,0.177475219,0.069517781,0.023118459,0.630707985,0.007196507,0.181804645,1.137497445,0.689163559,0.432381431,0.348163052,0.300776389,0.242037043,0.235761433,0.212930729,0.203280672,0.194952405,0.191258384,0.174151654,0.173025,0.006371505,0.003995185,0.059090905,0.006526555,0.011165174,0.005847431,0.064013579,0.001901791,0.004081021,0.01045679,0.027466278,0.004452428,0.020175888,120,0.139337747,125.7934494,126,0.220264316,120,0.222222149,0.056224901,1.310387492,0.036594868,0.031677537,4.606968403,0.409214914,0.146660015,0.101682141,0.07251852,0.077815078,0.226531148,0.265643537,0.127481639,0.093773343,0.065740503,0.076045208,0.26022324,"Electro House",Musata,"Make It Work-Extended mix"
0.07692043,0.103042624,3.108977821,0.222085282,0.247758978,0.684273029,0.011416502,0.142703334,-23.65394723,1.918348237,0.286996618,0.484451104,0.258675173,0.240339049,0.167492803,0.077844973,0.046668745,0.110645338,0.132937942,0.09226407,0.055928362,0.00739642,0.001357215,0.104441472,0.004994361,0.012450553,0.006239192,0.098246418,0.002225851,0.00325263,0.007335245,0.076533972,0.00172884,0.057458998,0.042109559,0.050798393,0.153709578,0.061870841,0.032761142,0.412723414,0.010288479,0.118489674,1.192995158,0.493124664,0.335211707,0.24873612,0.214309727,0.231572485,0.191483628,0.202023872,0.19313037,0.189479267,0.188955444,0.180068708,0.167766104,0.007998999,0.001548017,0.075345436,0.004898749,0.010929192,0.004621971,0.081440554,0.002895275,0.003309731,0.006867698,0.052351976,0.001938719,0.020559682,240,0.131326072,126.0756989,126,0.132947981,91,0.428571463,0.020833334,1.160346746,0.056055963,0.04181698,4.65726757,0.71135968,0.080448158,0.058590479,0.052045871,0.036164634,0.086644955,0.241970032,0.100090846,0.06869559,0.077335551,0.052787572,0.106082909,"Electro House","Jaki Nelson","Seven Nation Army feat. Jaki Nelson-Original Mix"
0.121864421,0.154702289,3.175962859,0.264175353,0.262949386,1.045165837,0.009172163,0.219975702,-21.51712758,1.549302181,0.105774997,0.274333651,0.191292148,0.150374464,0.151059663,0.043668333,0.009434989,0.055991976,0.045874269,0.046537071,-0.06437991,0.010750844,0.004156741,0.05144199,0.006683054,0.020016137,0.009750604,0.104625099,0.002550953,0.003869734,0.008057213,0.036680581,0.00439347,0.039733431,0.062907275,0.056204857,0.140238301,0.064711271,0.027495767,0.542585142,0.009455212,0.161146157,1.125033439,0.587548112,0.39829869,0.306924995,0.262429453,0.227541864,0.20811837,0.200958647,0.205514813,0.209749001,0.200460163,0.194634336,0.198182722,0.010065156,0.004895712,0.033866928,0.007586493,0.021521496,0.008595257,0.088735955,0.003443698,0.00408379,0.008665199,0.033364571,0.004861609,0.022780836,133.3333333,0.117925704,125.9475098,126,0.355371892,120,0.375,0.02,1.125919223,0.061644156,0.03370754,4.765254974,0.523825884,0.082113683,0.144473344,0.101179644,0.079441354,0.102125064,0.365202069,0.105019264,0.178150743,0.103393592,0.079180039,0.113150597,"Electro House","Laidback Luke","Good Again feat. Shiah Maisel-Extended Mix"
0.074512277,0.124165557,3.123460456,0.217983825,0.253679657,0.573395525,0.014025597,0.1138486,-22.53552906,2.265008562,0.457037733,0.558278054,0.179056204,0.045969893,-0.070165593,-0.021059405,-0.042420421,-0.057634182,-0.035705815,-0.008201687,-0.081466182,0.009772597,0.001733377,0.158918102,0.011650892,0.018026492,0.007567504,0.057940712,0.001208434,0.00384375,0.029305894,0.025132509,0.001588808,0.054402118,0.049797913,0.062633692,0.121081298,0.071142771,0.036216646,0.390833349,0.013838508,0.13075939,1.046097657,0.469327558,0.377306446,0.334527509,0.257364255,0.256529111,0.222198089,0.231362597,0.198464459,0.213000936,0.207127237,0.19855908,0.169316146,0.009535073,0.002108848,0.115949509,0.011189517,0.015171705,0.007239929,0.075162062,0.001588125,0.004310137,0.026490591,0.017951865,0.001844234,0.028717507,133.3333333,0.233925143,128.0870209,129,0.361111104,123,0,0.007874016,1.659343004,0.086871274,0.031630106,6.524329185,0.832281291,0.085822254,0.026273493,0.040384945,0.022645166,0.010879404,0.21762608,0.089110658,0.043226376,0.078303471,0.048612528,0.025210287,"Electro House",deadmau5,"Bridged By a Lightwave-Tommy Trash Extended Remix"
0.111989101,0.081970816,3.096625798,0.242170313,0.243462849,0.993158171,0.010268999,0.197041442,-23.53994044,1.472982367,0.209979816,0.232371351,0.254070971,0.073472296,0.237429988,0.183436276,-0.108810396,0.041142725,0.166772787,0.099915389,0.006647663,0.008939756,0.004452512,0.103339646,0.004155436,0.014040306,0.007006509,0.088163087,0.001413256,0.003086494,0.01079662,0.033383492,0.003091079,0.047253309,0.060579375,0.066343339,0.192511259,0.059000089,0.02129059,0.541981798,0.010657499,0.141610826,1.057499844,0.548810529,0.381048206,0.363134544,0.289764008,0.301878237,0.27434169,0.272675384,0.287617284,0.27406554,0.230447701,0.230524556,0.198212383,0.010969528,0.006820688,0.074929364,0.004064103,0.013644326,0.005678011,0.076858538,0.002106031,0.003443108,0.01198657,0.027379838,0.003955755,0.022405246,133.3333333,0.189953809,127.8108978,129,0.440594077,123,0.173913062,0.151394427,1.590690374,0.092530444,0.061010838,4.399547577,0.824149489,0.038464386,0.045823265,0.042801317,0.031527929,0.027279519,0.230515704,0.077325478,0.081292607,0.071616411,0.066363625,0.036977459,"Electro House",deadmau5,"Channel 43-Radio Edit"
